,Customer_name,Rating,Review_Title,Review
87,Anonymous,5,Happy Customer,"Had a weekend staycation with my husband this month. It felt extremely refreshing and comfortable inspite of the current covid scenario. I must say the hospitality of the staff there was on point. Not to forget, the dinning experience was also commendable especially when their Chef. Nishad, Managers - Agnel, Benaz along with their team members were of good cheer and courteous.."
88,Nilofur,5,Excellent food,The food was very nice tasty and delicious  This was the first food in a five star hotel where I didn’t get acidity or uneasiness after a meal Chef jhupa Sameer and benaz and team need laurels for their tireless efforts in preparing such a delicious meal The pizzas were awesome
89,charu394,2,Incompetent and Ruthless front desk.,If Ms Arti n Ms Neha are roaming around front desk to handle your booking please leave the property at once as rest of your stay will for sure is gonna ruin. Worst breakfast. Trident offers a better stay and a welcoming stay compared to them
90,Sachin Charles,5,Went the extra mile!,"Our family of 6 went to Hyatt for lunch. All the hotel staff wore masks and so did we. Our table host, Renuka, was warm & friendly and walked us through the lunch buffet.  We enjoyed our lunch - especially the fish in black bean sauce, paneer starter and Thai chicken curry.   Our diabetic Mom asked if there was any sugarless dessert in the buffet. Renuka spoke to one of the chefs and he specially made ""sugarless"" bitter chocolate mousse which was amazing! We were touched by their act of going the extra mile."
91,manjiri d,5,Vacation,"Property,food ,staff and surrounding is just outstanding.enjoyed the view with drizzling..staff is so cooperative and gentle..best for breakfast and dessert..the architecture is beautiful in itself .amazing"
92,HiteshMandot,3,Great Lobby with Poor Rooms and Poor Food,"I stayed in this hotel to celebrate my anniversary. I booked this hotel as it has one of the most impressive Lobbies amongst other hotels in Mumbai, however, the room decor was totally disappointing. Even the buffet dinner was disaster, both in yes of spread and taste. So, not a value for money."
93,Mirelle Karzai,5,Familly time,"Enjoyed our stay at Grand Hyatt, Mumbai. Staff, especially Ms Melvina from the reception were very courteous and helpful.  Food,  service, ambience and room was good.  Had a nice evening evening at the lounge."
94,joel a,5,Staycation,"Very nice staycation experience. The service offered was pretty good, Maintains all hygiene and Covid 19 related protocols. Beautiful interiors and lawns. Pet friendly and 24 hr fast room service. Great and tasty food. Overall a great experience. Would love to go and visit once again."
95,Sakshi K,5,To the best Pet friendly hotel with such hospitable staff !,"We truly enjoyed our staycation from the minute we entered Grand Hyatt Mumbai . It was my dads birthday and Melvina from the Guest Relations team was fab and ensured our stay went well . Moreso, we had our dog with us and the entire staff especially Melvina made sure she is felt right at home !!  Ashish and Chitrak were such fab hosts too ..  to cut this short Grand Hyatt you have our heart, especially when one has to travel with their pet .  See you’ll soon again .  Lots of love, Keeva and the Khannas ."
96,Hardik,4,Visit to Grand Hyatt,"Grand Hyatt offers one of the best hospitality services, it’s clean, hygienic and suitable for all the people, surely would like to recommend others to visit and look forward to have a great time.  Regards, Hardik"
97,Arnold Lewis,5,Grand Hyatt Feedback,"One of the best possible services they could've given in regards to our stay in such testing times, which we loved, and every bit of it.  While considering all our needs and at the same time complying to government safety Norms isn't an easy task, although Grand Hyatt Mumbai made sure about it"
98,Atharv,5,Stay in,It was an amazing experience. The hospitality from the staff and everyone was very good. The stay in with all the amneties of the room were amazing. The breakfast buffet served was delicious and the restaurant staff was also very kind and loving.
99,abhiram v,5,Best stay and best food amongst all 5 star hotels,"This was the 1st time i had visited Grand Hyatt, Mumbai. I was really impressed with the hospitality and warm treatment which they had provided to us. Everything was just perfect. The rooms, reception staff, chef team were just perfect  Will like name few of the staff - Angel D'Souza the chef team - Nishad , Karsh , Mohan , Kilen , Sumit , Harsh , Selvom , Eric and Benaz with other in the FnB and Culinary team provided the services much beyound the expectional. Thank you guys.   The food was one of the best i had tasted in Mumbai's 5 Star hotels.  I would recommed all to visit Grand Hyatt. May be i too may visit it very soon."
100,Rhea Paula D,5,Excellent place for a great getaway.,"We stayed saturday to sunday in the Diplomatic suite - superbly furnished like having your own house with the best amenities possible. They got everything right from the smallest details to the grand decor and layout of the room. Big thanks to Nishad, Harsh, Karsh, Mohan, Kilen, Selvom, Eric,  Sumit and Benaz for the amazing food and service. Thank you for great hospitality , the best in Bombay and will be definitely coming back!"
101,Cruiser787836,5,grand hyatt review,Nice comfortable stay and breakfast was really good. Will def revisit for breakfast - Overall experience - superb.  Lovely stay  Food awesome  Service good  Ambience nice  Suitable location  ==================
102,Sarvagya Johar,5,Great service,"It was a beautiful journey through food,the service was spectacular, no reason to complain. The live kitchen just changes the environment. Nd thanking the staff for taking utmost priority with masks and sanitizer.  Love the stay. Love the staff specially Chef Nishad.  Hope to see you soon.  By Johar and family.  Thanks"
103,adit,5,Great stay and breakfast,"Had a great stay and an amazing breakfast. The team was very polite and took good care. Mentioning the names of people who pulled this.   Chefs- Nishad ,Karsh,mohan,kilen sumit,harsh,selvom  ,eric  and benaz with team fnb and culinary."
104,Vajresh Sawant,5,Stay for a day with breakfast.,"Excellent service ny chef Nishad,Karsh,mohan,kilen sumit,harsh,selvom,eric and benaz with team fnb and culinary. This was an fabulous experience for me. The staff and the hospitality was very very good. I would love to visit again soon😊"
105,Sammy,5,Amazing Experience,"Its been a great experience at Grand Hyatt Mumbai, We really enjoyed every bit of it. Helpful staff and great food. Special thanks to Your  Chefs- Nishad with team fnb and culinary. Thank you for making our stay memorable. Will definitely visit soon."
106,brendanY4494IT,1,Check in took 2 hours,As i paid prior to coming to the hotel i expect my check in should be a little faster. but god damn it took 2 hours. also the room service was extremely late. Room smelled of ciggerates. Food was disgusting. 
